WarehouseCode,ProductKey,DateValue,WIPQty,DressMass,WIPMass
I92,BK57293A,2023-06-30,1.0,1080.0,1.08
I92,BK57293A,2023-06-30,2.0,1080.0,2.16
I92,BK57293A,2023-06-30,10.0,1080.0,10.8
I92,BK57293A,2023-06-30,4.0,1080.0,4.32
I92,BK001321A,2023-06-30,5.0,1429.0,7.145
I92,BK001324A,2023-06-30,1.0,1784.0,1.784
I92,BK001324A,2023-06-30,2.0,1784.0,3.568
I92,BK001324A,2023-06-30,1.0,1784.0,1.784
I92,BK001324A,2023-06-30,1.0,1784.0,1.784
I92,BK001324A,2023-06-30,14.0,1784.0,24.976
I92,BK001324A,2023-06-30,23.0,1784.0,41.032
I92,BK001326A,2023-06-30,3.0,1686.0,5.058
I92,BK001322A,2023-06-30,10.0,1710.0,17.1
I92,BK001322A,2023-06-30,1.0,1710.0,1.71
I92,BK62011A,2023-06-30,1.0,1921.0,1.921
I92,BK001308A,2023-06-30,1.0,2187.0,2.187
I92,BK001308A,2023-06-30,7.0,2187.0,15.309
I92,BK001308A,2023-06-30,1.0,2187.0,2.187
I92,BK001308B,2023-06-30,4.0,2181.0,8.724
I92,BK001308B,2023-06-30,1.0,2181.0,2.181
I92,BK001320A,2023-06-30,12.0,1772.0,21.264
I92,BK001320A,2023-06-30,2.0,1772.0,3.544
I92,BK001320A,2023-06-30,1.0,1772.0,1.772
I92,1980-307-01A,2023-06-30,2.0,4527.0,9.054
I92,1980-307-01A,2023-06-30,7.0,4527.0,31.689
I92,1980-307-01A,2023-06-30,6.0,4527.0,27.162
I92,1980-307-01A,2023-06-30,2.0,4527.0,9.054
I92,1980-307-01A,2023-06-30,1.0,4527.0,4.527
I92,1980-409-01A,2023-06-30,1.0,4047.0,4.047
I92,1980-308-01A,2023-06-30,1.0,3142.0,3.142
I92,2044-400-01B,2023-06-30,1.0,4267.0,4.267
I92,BK57598C,2023-06-30,1.0,7120.0,7.12
M61,000263319,2023-06-30,1.0,850.0,0.85
M61,08926030,2023-06-30,1.0,1643.1,1.6431
M61,37079,2023-06-30,1.0,1474.1,1.4741
M61,BK57212A,2023-06-30,4.0,2147.0,8.588
M61,BK57212A,2023-06-30,3.0,2147.0,6.441
M61,BK57212A,2023-06-30,7.0,2147.0,15.029
M61,BK56379A,2023-06-30,3.0,1072.0,3.216
M61,BK53850A,2023-06-30,8.0,806.0,6.448
M61,BK53850A,2023-06-30,4.0,806.0,3.224
M61,BK56989A,2023-06-30,3.0,2641.0,7.923
M61,BK56989A,2023-06-30,3.0,2641.0,7.923
M61,BK57144A,2023-06-30,7.0,1405.0,9.835
M61,BK51262A,2023-06-30,14.0,360.0,5.04
M61,BK56202A,2023-06-30,2.0,490.0,0.98
M61,BK51376A,2023-06-30,4.0,117.0,0.468
M61,BK51376A,2023-06-30,2.0,117.0,0.234
M61,BK56203A,2023-06-30,16.0,319.1,5.1056
M61,BK56203A,2023-06-30,7.0,319.1,2.2337
M61,BK57117A,2023-06-30,3.0,1077.0,3.231
M61,BK51261A,2023-06-30,1.0,357.0,0.357
M61,BK51261A,2023-06-30,14.0,357.0,4.998
M61,BK53526B,2023-06-30,3.0,142.1,0.4263
M61,BK51766,2023-06-30,1.0,2453.1,2.4531
M61,BK50883A,2023-06-30,1.0,162.0,0.162
M61,BK50883A,2023-06-30,5.0,162.0,0.81
M61,BK50798A,2023-06-30,20.0,473.0,9.46
M61,BK50798A,2023-06-30,12.0,473.0,5.676
M61,BK50798A,2023-06-30,28.0,473.0,13.244
M61,BK56985A,2023-06-30,6.0,1674.0,10.044
M61,BK52413A,2023-06-30,1.0,444.0,0.444
M61,BK55711A,2023-06-30,38.0,187.0,7.106
M61,RK612,2023-06-30,1.0,2240.0,2.24
M61,RK610,2023-06-30,1.0,1680.0,1.68
M61,ZA2618-5521,2023-06-30,1.0,390.0,0.39
M61,BK58326A,2023-06-30,9.0,677.0,6.093
M61,BK58326A,2023-06-30,8.0,677.0,5.416
M61,BK58328A,2023-06-30,2.0,1333.0,2.666
M61,BK58328A,2023-06-30,7.0,1333.0,9.331
M61,BK58328A,2023-06-30,16.0,1333.0,21.328
M61,BK58328C,2023-06-30,9.0,1337.0,12.033
M61,BK58328C,2023-06-30,9.0,1337.0,12.033
M61,BK58328C,2023-06-30,2.0,1337.0,2.674
M61,BK58328C,2023-06-30,10.0,1337.0,13.37
M61,ZA5598-7381,2023-06-30,2.0,328.0,0.656
M61,BK56773A,2023-06-30,2.0,533.0,1.066
M61,BK50789A,2023-06-30,7.0,107.0,0.749
M61,BK54624A,2023-06-30,3.0,1466.0,4.398
M61,BK54624A,2023-06-30,1.0,1466.0,1.466
M61,BK54625A,2023-06-30,4.0,1403.0,5.612
M61,BK53852A,2023-06-30,30.0,821.0,24.63
M61,BK55556A,2023-06-30,3.0,563.0,1.689
M61,BK55556A,2023-06-30,5.0,563.0,2.815
M61,BK59519A,2023-06-30,1.0,946.0,0.946
M61,BK58324A,2023-06-30,2.0,547.0,1.094
M61,BK58232A,2023-06-30,2.0,998.0,1.996
M61,BK000771A,2023-06-30,1.0,773.0,0.773
H53,1711-05-01D,2023-07-31,1.0,133.81,0.13381
H53,1711-05-01D,2023-07-31,4.0,133.81,0.53524
H53,1733-314-01A,2023-07-31,2.0,1344.9,2.6898
H53,1733-314-01A,2023-07-31,19.0,1344.9,25.5531
H53,1914-102-01A,2023-07-31,20.0,767.93,15.3586
H53,1952-202-02B,2023-07-31,3.0,2012.59,6.03777
H53,1952-202-03B,2023-07-31,1.0,1807.57,1.80757
H53,1952-202-03B,2023-07-31,4.0,1807.57,7.23028
H53,1914-100-01G,2023-07-31,20.0,769.29,15.3858
H53,2013-201-01A,2023-07-31,1.0,98.43,0.09843
H53,1952-202-04B,2023-07-31,3.0,1788.97,5.36691
H53,1914-103-01A,2023-07-31,21.0,466.29,9.79209
H53,2042-201-01B,2023-07-31,2.0,118.84,0.23768
H53,2042-201-01B,2023-07-31,2.0,118.84,0.23768
H53,2004-200-03D,2023-07-31,1.0,1198.84,1.19884
H53,1914-101-01G,2023-07-31,21.0,464.02,9.74442
H53,1880-200-02C,2023-07-31,1.0,320.24,0.32024
H53,1880-200-02C,2023-07-31,3.0,320.24,0.96072
H53,1880-200-02C,2023-07-31,2.0,320.24,0.64048
H53,2037-101-01C,2023-07-31,7.0,2146.4,15.0248
H53,1914-200-01D,2023-07-31,20.0,879.06,17.5812
H53,1914-200-01D,2023-07-31,10.0,879.06,8.7906
H53,1914-200-01D,2023-07-31,10.0,879.06,8.7906
H53,N7535-2,2023-07-31,8.0,239.95,1.9196
H53,N7535-2,2023-07-31,24.0,239.95,5.7588
H53,N7535-2,2023-07-31,3.0,239.95,0.71985
H53,7498-4,2023-07-31,21.0,563.82,11.84022
H53,7498-4,2023-07-31,3.0,563.82,1.69146
H53,7498-4,2023-07-31,3.0,563.82,1.69146
H53,2037-203-03B,2023-07-31,31.0,1781.26,55.21906
H53,2037-203-03B,2023-07-31,6.0,1781.26,10.68756
H53,N1511-42-02J,2023-07-31,2.0,699.44,1.39888
H53,1990-106-01D,2023-07-31,1.0,2690.26,2.69026
H53,1990-106-01D,2023-07-31,9.0,2690.26,24.21234
H53,1990-106-01D,2023-07-31,2.0,2690.26,5.38052
H53,1990-106-01D,2023-07-31,23.0,2690.26,61.87598
H53,2037-203-02B,2023-07-31,2.0,1583.49,3.16698
H53,2037-203-02B,2023-07-31,30.0,1583.49,47.5047
H53,1994-101-01C,2023-07-31,1.0,282.13,0.28213
H53,2037-203-01B,2023-07-31,2.0,2057.04,4.11408
H53,2037-203-01B,2023-07-31,4.0,2057.04,8.22816
H53,1363-01-04F,2023-07-31,2.0,415.94,0.83188
H53,1363-01-04F,2023-07-31,10.0,415.94,4.1594
H53,1837-103-01A,2023-07-31,1.0,638.2,0.6382
H53,1837-103-01A,2023-07-31,1.0,638.2,0.6382
H53,1363-01-03F,2023-07-31,3.0,562.0,1.686
H53,1363-01-03F,2023-07-31,8.0,562.0,4.496
H53,2053-200-02A,2023-07-31,3.0,555.65,1.66695
H53,2053-200-02A,2023-07-31,33.0,555.65,18.33645
H53,1685-01-03B,2023-07-31,2.0,324.32,0.64864
H53,1671-00-03H,2023-07-31,11.0,366.5,4.0315
H53,1671-00-03H,2023-07-31,5.0,366.5,1.8325
H53,1671-00-03H,2023-07-31,7.0,366.5,2.5655
H53,1671-00-03H,2023-07-31,4.0,366.5,1.466
H53,1990-208-01B,2023-07-31,1.0,2932.93,2.93293
H53,1990-208-01B,2023-07-31,8.0,2932.93,23.46344
H53,1990-208-01B,2023-07-31,2.0,2932.93,5.86586
H53,1990-208-01B,2023-07-31,54.0,2932.93,158.37822
H53,1837-303-01A,2023-07-31,2.0,661.34,1.32268
H53,1837-303-01A,2023-07-31,4.0,661.34,2.64536
H53,1837-303-01A,2023-07-31,5.0,661.34,3.3067
H53,1951-101-01C,2023-07-31,2.0,1783.98,3.56796
H53,1951-101-01C,2023-07-31,14.0,1783.98,24.97572
H53,1914-200-02D,2023-07-31,16.0,899.47,14.39152
H53,1914-200-02D,2023-07-31,6.0,899.47,5.39682
H53,1914-200-02D,2023-07-31,17.0,899.47,15.29099
H53,1914-200-02D,2023-07-31,2.0,899.47,1.79894
H53,1651-02-02,2023-07-31,102.0,288.03,29.37906
H53,1651-02-02,2023-07-31,31.0,288.03,8.92893
H53,1651-02-02,2023-07-31,71.0,288.03,20.45013
H53,1914-200-03D,2023-07-31,38.0,879.06,33.40428
H53,1914-200-03D,2023-07-31,2.0,879.06,1.75812
H53,1820-06-01C,2023-07-31,24.0,751.6,18.0384
H53,1944-101-01A,2023-07-31,1.0,882.24,0.88224
H53,2053-300-01A,2023-07-31,2.0,523.9,1.0478
H53,2062-200-01A,2023-07-31,1.0,359.25,0.35925
H53,2053-200-01A,2023-07-31,1.0,761.13,0.76113
H53,1820-07-01B,2023-07-31,11.0,526.62,5.79282
H53,1820-07-01B,2023-07-31,1.0,526.62,0.52662
H53,1671-00-01H,2023-07-31,12.0,614.62,7.37544
H53,1671-00-01H,2023-07-31,13.0,614.62,7.99006
H53,1671-00-01H,2023-07-31,14.0,614.62,8.60468
H53,1671-00-01H,2023-07-31,1.0,614.62,0.61462
H53,1979-201-01B,2023-07-31,95.0,141.52,13.4444
H53,1979-201-01B,2023-07-31,6.0,141.52,0.84912
H53,1979-201-01B,2023-07-31,1.0,141.52,0.14152
H53,2037-102-01C,2023-07-31,6.0,2032.55,12.1953
H53,2037-102-01C,2023-07-31,40.0,2032.55,81.302
H53,2037-203-04B,2023-07-31,1.0,1333.11,1.33311
H53,2037-203-04B,2023-07-31,29.0,1333.11,38.66019
H53,N7536-2,2023-07-31,4.0,341.55,1.3662
H53,N7536-2,2023-07-31,5.0,341.55,1.70775
H53,1944-206-02B,2023-07-31,1.0,1098.6,1.0986
H53,1651-0-01D,2023-07-31,1.0,272.16,0.27216
H53,1990-208-02B,2023-07-31,5.0,2846.29,14.23145
H53,1990-208-02B,2023-07-31,6.0,2846.29,17.07774
H53,1990-208-02B,2023-07-31,42.0,2846.29,119.54418
H53,2037-300-01D,2023-07-31,1.0,1712.76,1.71276
H53,1820-03-01B,2023-07-31,2.0,587.4,1.1748
H53,1951-211-01D,2023-07-31,3.0,4358.11,13.07433
H53,1951-211-01D,2023-07-31,19.0,4358.11,82.80409
H53,2053-301-01A,2023-07-31,1.0,863.19,0.86319
H53,2053-301-01A,2023-07-31,3.0,863.19,2.58957
H53,1951-308-01A,2023-07-31,4.0,1601.18,6.40472
H53,1951-308-01A,2023-07-31,1.0,1601.18,1.60118
H53,1951-308-01A,2023-07-31,25.0,1601.18,40.0295
H53,1951-211-02D,2023-07-31,9.0,3820.61,34.38549
H53,1951-211-02D,2023-07-31,1.0,3820.61,3.82061
H53,1951-211-02D,2023-07-31,18.0,3820.61,68.77098
H53,2034-202-02A,2023-07-31,2.0,1788.97,3.57794
H53,2053-200-04A,2023-07-31,2.0,553.38,1.10676
H53,2053-200-04A,2023-07-31,37.0,553.38,20.47506
H53,1664-04-01F,2023-07-31,24.0,472.19,11.33256
H53,1837-203-01A,2023-07-31,1.0,908.09,0.90809
H53,1711-02-02G,2023-07-31,4.0,195.04,0.78016
H53,N7534-2,2023-07-31,1.0,360.61,0.36061
H53,N7534-2,2023-07-31,1.0,360.61,0.36061
H53,1671-00-04H,2023-07-31,9.0,366.05,3.29445
H53,1671-00-04H,2023-07-31,5.0,366.05,1.83025
H53,1671-00-04H,2023-07-31,7.0,366.05,2.56235
H53,1671-00-04H,2023-07-31,3.0,366.05,1.09815
H53,1952-202-01B,2023-07-31,1.0,2305.16,2.30516
H53,1952-202-01B,2023-07-31,2.0,2305.16,4.61032
H53,2045-105-01A,2023-07-31,2.0,1152.12,2.30424
H53,BK55386A,2023-07-31,2.0,1202.02,2.40404
H53,BK55386A,2023-07-31,2.0,1202.02,2.40404
H53,BK55387A,2023-07-31,2.0,2482.51,4.96502
H53,2031-301-01A,2023-07-31,4.0,850.49,3.40196
H53,2031-301-01A,2023-07-31,2.0,850.49,1.70098
H53,2031-301-01A,2023-07-31,12.0,850.49,10.20588
H53,2037-300-01B,2023-07-31,15.0,1788.06,26.8209
H53,2037-300-01B,2023-07-31,1.0,1788.06,1.78806
H53,2037-300-01B,2023-07-31,1.0,1788.06,1.78806
H53,2037-300-01B,2023-07-31,7.0,1788.06,12.51642
H53,2053-300-01B,2023-07-31,2.0,508.93,1.01786
H53,1951-102-01D,2023-07-31,11.0,2575.04,28.32544
H53,N7603-16,2023-07-31,13.0,488.07,6.34491
H53,N7603-16,2023-07-31,21.0,488.07,10.24947
H53,N7603-16,2023-07-31,4.0,488.07,1.95228
H53,1511-200-02B,2023-07-31,3.0,1693.26,5.07978
H53,1511-200-02B,2023-07-31,3.0,1693.26,5.07978
H53,N7486-11,2023-07-31,20.0,263.54,5.2708
H53,N7486-11,2023-07-31,14.0,263.54,3.68956
H53,N7486-11,2023-07-31,4.0,263.54,1.05416
H53,1511-200-01B,2023-07-31,1.0,1557.64,1.55764
H53,1511-200-01B,2023-07-31,4.0,1557.64,6.23056
H53,1511-200-01B,2023-07-31,5.0,1557.64,7.7882
H53,1979-203-04A,2023-07-31,1.0,1774.91,1.77491
H53,N7485-10,2023-07-31,15.0,385.55,5.78325
H53,N7485-10,2023-07-31,6.0,385.55,2.3133
H53,N7485-10,2023-07-31,1.0,385.55,0.38555
H53,1664-04-02F,2023-07-31,2.0,819.64,1.63928
H53,1979-203-02A,2023-07-31,1.0,1952.71,1.95271
H53,1979-203-02A,2023-07-31,1.0,1952.71,1.95271
H53,1979-203-01A,2023-07-31,1.0,2013.04,2.01304
H53,2047-101-01B,2023-07-31,1.0,1651.08,1.65108
H53,2047-203-01A,2023-07-31,1.0,1715.49,1.71549
H53,2042-100-01C,2023-07-31,2.0,1505.47,3.01094
H53,2042-203-02A,2023-07-31,1.0,2910.7,2.9107
H53,2042-203-03A,2023-07-31,1.0,2611.78,2.61178
H53,1733-204-02G,2023-07-31,1.0,3290.81,3.29081
H53,1671-02-03M,2023-07-31,2.0,668.14,1.33628
H53,1671-02-03M,2023-07-31,7.0,668.14,4.67698
H53,1671-02-03M,2023-07-31,4.0,668.14,2.67256
H53,1671-02-03M,2023-07-31,2.0,668.14,1.33628
H53,2031-305-01B,2023-07-31,27.0,479.45,12.94515
H53,2031-305-01B,2023-07-31,5.0,479.45,2.39725
H53,1671-02-02M,2023-07-31,42.0,639.57,26.86194
H53,1671-02-02M,2023-07-31,15.0,639.57,9.59355
H53,1671-02-02M,2023-07-31,41.0,639.57,26.22237
H53,1671-02-02M,2023-07-31,8.0,639.57,5.11656
H53,1671-02-01M,2023-07-31,40.0,475.36,19.0144
H53,1671-02-01M,2023-07-31,3.0,475.36,1.42608
H53,1671-02-01M,2023-07-31,42.0,475.36,19.96512
H53,1671-02-01M,2023-07-31,4.0,475.36,1.90144
H53,1671-02-01M,2023-07-31,1.0,475.36,0.47536
H53,2057-200-04C,2023-07-31,2.0,2677.56,5.35512
H53,2057-200-04C,2023-07-31,17.0,2677.56,45.51852
H53,2031-101-01C,2023-07-31,83.0,456.77,37.91191
H53,2031-101-01C,2023-07-31,81.0,456.77,36.99837
H53,2031-101-01C,2023-07-31,31.0,456.77,14.15987
H53,2031-101-01C,2023-07-31,3.0,456.77,1.37031
H53,2031-104-01B,2023-07-31,13.0,719.85,9.35805
H53,2031-104-01B,2023-07-31,5.0,719.85,3.59925
H53,2031-104-01B,2023-07-31,1.0,719.85,0.71985
H53,2031-105-01B,2023-07-31,12.0,705.34,8.46408
H53,2031-105-01B,2023-07-31,2.0,705.34,1.41068
H53,2031-105-01B,2023-07-31,4.0,705.34,2.82136
H53,2031-106-01C,2023-07-31,35.0,317.51,11.11285
H53,2031-106-01C,2023-07-31,88.0,317.51,27.94088
H53,2031-106-01C,2023-07-31,42.0,317.51,13.33542
H53,2031-106-01C,2023-07-31,8.0,317.51,2.54008
H53,2057-200-03C,2023-07-31,1.0,1293.65,1.29365
H53,2057-200-03C,2023-07-31,13.0,1293.65,16.81745
H53,1711-00-02K,2023-07-31,1.0,231.33,0.23133
H53,1711-00-07K,2023-07-31,1.0,335.66,0.33566
H53,1711-00-07K,2023-07-31,1.0,335.66,0.33566
H53,1980-408-01B,2023-07-31,4.0,3280.83,13.12332
H53,1980-207-01E,2023-07-31,4.0,5375.07,21.50028
H53,1980-207-01E,2023-07-31,6.0,5375.07,32.25042
H53,1980-207-01E,2023-07-31,2.0,5375.07,10.75014
H53,1980-207-01E,2023-07-31,94.0,5375.07,505.25658
H53,1980-207-02E,2023-07-31,11.0,5412.26,59.53486
H53,1980-207-02E,2023-07-31,4.0,5412.26,21.64904
H53,1980-207-02E,2023-07-31,17.0,5412.26,92.00842
H53,1980-207-02E,2023-07-31,77.0,5412.26,416.74402
H53,2031-307-01A,2023-07-31,2.0,1128.99,2.25798
H53,2031-307-01A,2023-07-31,4.0,1128.99,4.51596
H53,2004-302-01D,2023-07-31,1.0,1016.05,1.01605
H53,2004-400-01B,2023-07-31,1.0,1744.97,1.74497
H53,2057-101-01C,2023-07-31,2.0,1505.02,3.01004
H53,1665-200-02A,2023-07-31,4.0,2046.61,8.18644
H53,1665-200-02A,2023-07-31,30.0,2046.61,61.3983
H53,1665-200-03A,2023-07-31,6.0,1421.1,8.5266
H53,1665-200-03A,2023-07-31,2.0,1421.1,2.8422
H53,1665-200-03A,2023-07-31,28.0,1421.1,39.7908
H53,1665-200-01A,2023-07-31,4.0,1790.78,7.16312
H53,1665-200-01A,2023-07-31,3.0,1790.78,5.37234
H53,1665-200-01A,2023-07-31,26.0,1790.78,46.56028
H53,1665-200-04A,2023-07-31,1.0,1609.8,1.6098
H53,1665-200-04A,2023-07-31,9.0,1609.8,14.4882
H53,1665-200-04A,2023-07-31,26.0,1609.8,41.8548
H53,1685-02-01F,2023-07-31,1.0,464.48,0.46448
H53,1685-02-03F,2023-07-31,1.0,490.79,0.49079
H53,2045-200-04C,2023-07-31,1.0,2770.09,2.77009
H53,2045-200-05C,2023-07-31,1.0,2556.9,2.5569
H53,2076-100-01A,2023-07-31,1.0,947.1,0.9471
H53,2045-103-01A,2023-07-31,2.0,1393.89,2.78778
H53,2047-203-02B,2023-07-31,4.0,1228.78,4.91512
H53,2047-203-02B,2023-07-31,20.0,1228.78,24.5756
H53,2047-203-02B,2023-07-31,12.0,1228.78,14.74536
H53,2047-203-01B,2023-07-31,19.0,1539.95,29.25905
H53,2076-100-01B,2023-07-31,2.0,948.92,1.89784
H53,2049-201-01A,2023-07-31,2.0,112.04,0.22408
H53,2004-402-01A,2023-07-31,7.0,1542.67,10.79869
H53,2004-402-02A,2023-07-31,2.0,1473.27,2.94654
H53,2004-402-02A,2023-07-31,6.0,1473.27,8.83962
H53,1664-204-01B,2023-07-31,1.0,162.84,0.16284
H53,1980-209-01A,2023-07-31,3.0,4808.99,14.42697
H53,1980-209-02A,2023-07-31,3.0,4888.82,14.66646
H53,1980-209-02A,2023-07-31,1.0,4888.82,4.88882
H53,2035-303-01B,2023-07-31,7.0,2308.78,16.16146
H53,2035-303-01B,2023-07-31,1.0,2308.78,2.30878
H53,2035-303-01B,2023-07-31,19.0,2308.78,43.86682
H53,2071-104-01A,2023-07-31,1.0,474.91,0.47491
H53,2071-104-01A,2023-07-31,3.0,474.91,1.42473
H53,2071-102-01C,2023-07-31,1.0,1753.13,1.75313
H53,2071-102-01C,2023-07-31,19.0,1753.13,33.30947
H53,2071-103-01C,2023-07-31,2.0,1241.94,2.48388
H53,2044-204-04H,2023-07-31,3.0,2739.7,8.2191
H53,2044-204-02H,2023-07-31,3.0,4207.07,12.62121
H53,2044-204-03H,2023-07-31,1.0,2766.01,2.76601
H53,2044-204-03H,2023-07-31,2.0,2766.01,5.53202
H53,2044-305-01C,2023-07-31,1.0,3363.84,3.36384
H53,2044-305-01C,2023-07-31,2.0,3363.84,6.72768
H53,2044-102-01B,2023-07-31,2.0,3703.13,7.40626
H53,2044-102-01B,2023-07-31,1.0,3703.13,3.70313
12A,OU8000S1900-5A,2023-07-31,29.0,1037.0,30.073
12A,OU8000S1900-5A,2023-07-31,13.0,1037.0,13.481
12A,OH2500FI1340-2K,2023-07-31,1.0,1265.0,1.265
12A,DK170DT12-1K,2023-07-31,2.0,2258.0,4.516
12A,A350R2C,2023-07-31,77.0,185.0,14.245
12A,DP4100XS87-4A,2023-07-31,1.0,1830.0,1.83
12A,DELB160X520-1R,2023-07-31,4.0,313.0,1.252
12A,1500-M1-1038,2023-07-31,12.0,1463.0,17.556
12A,A322RC,2023-07-31,116.0,171.0,19.836
12A,A322RC,2023-07-31,3.0,171.0,0.513
12A,A322RC,2023-07-31,264.0,171.0,45.144
12A,PA45P22H,2023-07-31,12.0,274.0,3.288
12A,OU8000S1450-5A,2023-07-31,13.0,885.0,11.505
12A,OU8000S1450-5A,2023-07-31,15.0,885.0,13.275
12A,OU8000S1450-5A,2023-07-31,14.0,885.0,12.39
12A,OU8000S1450-5A,2023-07-31,56.0,885.0,49.56
12A,A351R2C,2023-07-31,25.0,210.0,5.25
12A,T810-ET1,2023-07-31,2.0,169.0,0.338
12A,T810-ET1,2023-07-31,2.0,169.0,0.338
12A,T810-ET1,2023-07-31,2.0,169.0,0.338
12A,DK340DT12-1K,2023-07-31,2.0,2855.0,5.71
12A,DP4100FI1585-1K,2023-07-31,4.0,4392.0,17.568
12A,DP4100FI1585-1K,2023-07-31,1.0,4392.0,4.392
12A,T810-ET3,2023-07-31,1.0,187.0,0.187
12A,P2P22PTL,2023-07-31,16.0,94.0,1.504
12A,P2P22PTL,2023-07-31,5.0,94.0,0.47
12A,P2P22PTL,2023-07-31,12.0,94.0,1.128
12A,P2P22PTL,2023-07-31,7.0,94.0,0.658
12A,P2P22PTL,2023-07-31,17.0,94.0,1.598
12A,PPS45PLB,2023-07-31,4.0,343.0,1.372
12A,DH5500DT12-1,2023-07-31,2.0,3842.0,7.684
12A,EK200S1400-1A,2023-07-31,18.0,925.0,16.65
12A,EK200S1400-1A,2023-07-31,52.0,925.0,48.1
12A,PPS30PT,2023-07-31,18.0,222.0,3.996
12A,PCWL10,2023-07-31,2.0,702.0,1.404
12A,OH5500S1350-1A,2023-07-31,7.0,930.0,6.51
12A,OH5500S1350-1A,2023-07-31,3.0,930.0,2.79
12A,OH5500S1350-1A,2023-07-31,67.0,930.0,62.31
12A,OH5500S1350-1A,2023-07-31,1.0,930.0,0.93
12A,OH5500S1350-1A,2023-07-31,13.0,930.0,12.09
12A,DH2500DT11-1K,2023-07-31,1.0,1542.0,1.542
12A,DH2500DT11-1K,2023-07-31,1.0,1542.0,1.542
12A,PPS30PLB,2023-07-31,64.0,260.0,16.64
12A,PPS30PLB,2023-07-31,3.0,260.0,0.78
12A,PPS30PLB,2023-07-31,8.0,260.0,2.08
12A,PPS30PLB,2023-07-31,5.0,260.0,1.3
12A,T810-ESR3,2023-07-31,7.0,180.0,1.26
12A,T810-ESR3,2023-07-31,1.0,180.0,0.18
12A,T810-ESR3,2023-07-31,12.0,180.0,2.16
12A,T810-ESR3,2023-07-31,3.0,180.0,0.54
12A,DELB160X430-1,2023-07-31,8.0,186.0,1.488
12A,OH2500S1008-1A,2023-07-31,20.0,357.0,7.14
12A,PPS10AXH-1,2023-07-31,24.0,145.0,3.48
12A,DELB140X390-1A,2023-07-31,4.0,137.0,0.548
12A,OH5500FI1740-2KB,2023-07-31,1.0,4212.0,4.212
12A,OH5500FI1740-2KB,2023-07-31,2.0,4212.0,8.424
12A,OH5500FI1740-2KB,2023-07-31,2.0,4212.0,8.424
12A,PCWL9,2023-07-31,2.0,390.0,0.78
12A,PCWR10,2023-07-31,2.0,692.0,1.384
12A,M4016P6,2023-07-31,2.0,625.0,1.25
12A,DH5500DT12-1K,2023-07-31,1.0,3854.0,3.854
12A,DELP30-3,2023-07-31,8.0,254.0,2.032
12A,BK55689A,2023-07-31,1.0,191.0,0.191
12A,BK55551A,2023-07-31,3.0,690.5,2.0715
12A,BK55551A,2023-07-31,4.0,690.5,2.762
12A,BK55551A,2023-07-31,3.0,690.5,2.0715
12A,BK54016A,2023-07-31,4.0,1143.0,4.572
12A,BK54016A,2023-07-31,8.0,1143.0,9.144
12A,BK54016A,2023-07-31,4.0,1143.0,4.572
12A,BK55437A,2023-07-31,12.0,729.0,8.748
12A,BK55437A,2023-07-31,4.0,729.0,2.916
12A,BK53148A,2023-07-31,4.0,1135.0,4.54
12A,YA00030006C001,2023-07-31,12.0,825.0,9.9
12A,YA00030006C001,2023-07-31,2.0,825.0,1.65
12A,YA00030006C001,2023-07-31,13.0,825.0,10.725
12A,YA00030006C001,2023-07-31,30.0,825.0,24.75
12A,YA00030006C001,2023-07-31,14.0,825.0,11.55
12A,YA00030006C001,2023-07-31,40.0,825.0,33.0
12A,YA00030006C001,2023-07-31,2.0,825.0,1.65
12A,YA00030006C001,2023-07-31,3.0,825.0,2.475
12A,YA00030006C001,2023-07-31,2.0,825.0,1.65
12A,YA00030006C001,2023-07-31,66.0,825.0,54.45
12A,YA00030006C001,2023-07-31,2.0,825.0,1.65
12A,YA00030006C001,2023-07-31,72.0,825.0,59.4
12A,YA00030006C001,2023-07-31,2.0,825.0,1.65
12A,YA00030006C001,2023-07-31,16.0,825.0,13.2
12A,YA00030006C001,2023-07-31,2.0,825.0,1.65
12A,PPS10PLB,2023-07-31,8.0,153.0,1.224
12A,PPS10PLB,2023-07-31,6.0,153.0,0.918
12A,PPS10PLB,2023-07-31,3.0,153.0,0.459
12A,PCWR9,2023-07-31,2.0,391.0,0.782
12A,P2P12XAH,2023-07-31,1.0,95.0,0.095
12A,OH3600S1270-1A,2023-07-31,28.0,550.0,15.4
12A,DELP30-1,2023-07-31,26.0,182.0,4.732
12A,DELP30-1,2023-07-31,30.0,182.0,5.46
12A,0005480,2023-07-31,2.0,485.0,0.97
12A,DELC30-28,2023-07-31,1.0,303.0,0.303
12A,DELC30-28,2023-07-31,3.0,303.0,0.909
12A,DELC30-28,2023-07-31,1.0,303.0,0.303
12A,DELC30-28,2023-07-31,7.0,303.0,2.121
12A,DELC30-28,2023-07-31,2.0,303.0,0.606
12A,DELC30-28,2023-07-31,33.0,303.0,9.999
12A,DELB140X420-1A,2023-07-31,4.0,146.0,0.584
12A,DEWB120X760-1A,2023-07-31,2.0,192.0,0.384
12A,DEWB120X760-1A,2023-07-31,4.0,192.0,0.768
12A,DEWB120X760-1A,2023-07-31,53.0,192.0,10.176
12A,DEWB120X760-1A,2023-07-31,13.0,192.0,2.496
12A,PA30P12H,2023-07-31,16.0,185.0,2.96
12A,PA30P12H,2023-07-31,128.0,185.0,23.68
12A,PA30P12H,2023-07-31,79.0,185.0,14.615
